Case =,Cold,,,,,,
Grid #,Type,X[m],Y[m],Z[m],RX[rad],RY[rad],Rz[rad]
100216,G,-1.5585E-06,2.4973E-05,4.9247E-04,2.0541E-05,3.1414E-07,-4.1556E-07
100217,G,-2.8106E-06,1.8098E-05,5.0252E-04,2.1728E-05,1.0774E-07,-4.1458E-07
100218,G,-1.5489E-06,2.4655E-05,4.9301E-04,2.0615E-05,3.2064E-07,-4.1599E-07
100219,G,-2.8211E-06,1.8500E-05,5.0200E-04,2.1663E-05,1.0806E-07,-4.1439E-07
100220,G,-1.5392E-06,2.4332E-05,4.9356E-04,2.0680E-05,3.2032E-07,-4.1573E-07
100221,G,-2.8315E-06,1.8897E-05,5.0149E-04,2.1595E-05,9.4343E-08,-4.1521E-07
100222,G,-2.9236E-06,2.2259E-05,4.9676E-04,2.1037E-05,5.0441E-08,-4.1514E-07
100223,G,-1.5295E-06,2.4005E-05,4.9410E-04,2.0746E-05,3.3335E-07,-4.1642E-07
100224,G,-1.4391E-06,2.0855E-05,4.9890E-04,2.1301E-05,3.6915E-07,-4.1582E-07
100225,G,-2.8419E-06,1.9290E-05,5.0097E-04,2.1530E-05,9.1496E-08,-4.1524E-07
100226,G,-2.9034E-06,2.1544E-05,4.9783E-04,2.1156E-05,5.9497E-08,-4.1540E-07
100227,G,-1.5196E-06,2.3674E-05,4.9464E-04,2.0811E-05,3.3584E-07,-4.1635E-07
100228,G,-1.4494E-06,2.1224E-05,4.9837E-04,2.1238E-05,3.6796E-07,-4.1587E-07
100229,G,-2.8523E-06,1.9678E-05,5.0045E-04,2.1463E-05,8.4412E-08,-4.1550E-07
100230,G,-1.5097E-06,2.3337E-05,4.9518E-04,2.0877E-05,3.4235E-07,-4.1651E-07
100231,G,-2.9136E-06,2.1904E-05,4.9729E-04,2.1100E-05,5.5043E-08,-4.1522E-07
100232,G,-2.8626E-06,2.0061E-05,4.9993E-04,2.1402E-05,8.4050E-08,-4.1534E-07
100233,G,-1.4998E-06,2.2997E-05,4.9571E-04,2.0937E-05,3.4171E-07,-4.1626E-07
100234,G,-2.9741E-06,2.3963E-05,4.9408E-04,2.0732E-05,2.1674E-08,-4.1389E-07
100235,G,-1.3864E-06,1.8939E-05,5.0151E-04,2.1608E-05,3.9389E-07,-4.1473E-07
100236,G,-2.9540E-06,2.3295E-05,4.9516E-04,2.0860E-05,3.1734E-08,-4.1436E-07
100237,G,-1.4076E-06,1.9720E-05,5.0047E-04,2.1479E-05,3.8581E-07,-4.1508E-07
100238,G,-1.4898E-06,2.2651E-05,4.9625E-04,2.0997E-05,3.4847E-07,-4.1627E-07
100239,G,-2.8729E-06,2.0439E-05,4.9940E-04,2.1342E-05,7.6930E-08,-4.1542E-07
100240,G,-2.9339E-06,2.2609E-05,4.9623E-04,2.0981E-05,3.5090E-08,-4.1464E-07
100241,G,-1.3970E-06,1.9332E-05,5.0099E-04,2.1557E-05,3.9421E-07,-4.1492E-07
100242,G,-1.4286E-06,2.0481E-05,4.9943E-04,2.1358E-05,3.8465E-07,-4.1529E-07
100243,G,-2.9641E-06,2.3632E-05,4.9462E-04,2.0783E-05,2.2375E-08,-4.1414E-07
100244,G,-1.4798E-06,2.2301E-05,4.9678E-04,2.1062E-05,3.5405E-07,-4.1632E-07
100245,G,-2.8832E-06,2.0813E-05,4.9888E-04,2.1276E-05,6.9472E-08,-4.1555E-07
100246,G,-1.4181E-06,2.0103E-05,4.9995E-04,2.1430E-05,3.8204E-07,-4.1549E-07
100247,G,-2.9440E-06,2.2955E-05,4.9569E-04,2.0909E-05,3.6222E-08,-4.1480E-07
100248,G,-1.4696E-06,2.1946E-05,4.9732E-04,2.1116E-05,3.5608E-07,-4.1609E-07
